iso,units,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004
ltu,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
lux,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
lva,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
lva,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mac,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mar,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mda,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mda,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mda,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mdg,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mdv,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mex,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mhl,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mkd,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mkd,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mli,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mlt,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mmr,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mne,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mne,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
mng,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
moz,Tg N/yr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8,5.5,6.2,6.9,7.6,8.3,8.9,9.5,10.1,10.7,11.3,12.9,14.4,16,17.5,19.1,21.6,24.1,26.6,29.1,31.6,34.2,36.7,39.3,41.8,44.4,47.6,50.9,54.1,57.4,60.6,62.3,63.9,65.6,67.2,68.9,70.5,72.2,73.8,75.5,77.1,77.4,77.8,78.1,78.5,78.8,80.2,81.6,82.9,84.3,85.7,86.7,87.8,88.8,89.9
